name,objID
587722983908311395,1237648705133216065
587722983908311408,1237648705133216079
587722983908442343,1237648705133347074
587722983909032152,1237648705133871604
587722983909228843,1237648705134133510
587722983910211819,1237648705135116577
587722983911326116,1237648705136230820
587722983911981361,1237648705136886040
587722984429060253,1237671267107668165
587722984429387955,1237671266033992029
587722984430829705,1237648705655734423
587722984431157417,1237648705656062134
587722984432402632,1237648705657307354
587722984432730286,1237648705657634986
587722984432861243,1237648705657765929
587722984433516760,1237648705658421470
587722984433582198,1237648705658486867
587722984433582268,1237648705658486981
587722984434565297,1237648705659470004
587722984436990089,1237648705661894774
587722984438038540,1237648705662943350
587722984438300866,1237648705663205633
587722984439414978,1237648705664319688
587722984439545906,1237648705664450617
587722984440004754,1237648705664909449
587722984440529128,1237651752415854747
587722984440659987,1237651752415920197
587722984440922421,1237648705665827149
587722984445968604,1237648722325995882
587722984446296391,1237648705671201105
587724648179695803,1237650369404600483
587724648180416668,1237671129660719217
587724648180482160,1237671129660653761
587724648180482173,1237671129660653810
587724648181923978,1237650369406828785
587724648181989385,1237650369406894091
587724648182120632,1237650369407025361
587724648182120707,1237650369407025411
587724648182186038,1237650369407090853
587724648182907013,1237650369407811699
587724648183234759,1237650369408139534
587724648184283254,1237650369409187955
587724648184545401,1237650369409450067
587724648184938507,1237650369409843213
587724648185135182,1237650369410039904
587724648186118245,1237650369411023073
587724648187494529,1237650369412399215
587724648188215315,1237671266032091169
587724648188674179,1237671762637619330
587724648190181499,1237650369415086213
587724648190574744,1237650369415479436
587724648716828817,1237650369941733519
587724648718139563,1237671140405936342
587724648718598344,1237650369943503018
587724648718598351,1237650369943503026
587724648718598371,1237650369943503052
587724648718926016,1237650369943830722
587724648719122726,1237650369944027430
587724648719515782,1237650369944420473
587724648720040138,1237650369944944836
587724648720826514,1237650369945731260
587724648720826515,1237650369945731261
587724648721219709,1237650369946124423
587724648721809548,1237650369946714234
587724648722989092,1237650369947893787
587724648723054727,1237650369947959409
587724648725020803,1237671764248363271
587724648725610658,1237671264421675163
587724648727117967,1237650369952022672
587724648728625314,1237655498125672646
587724648728690896,1237655498125803642
587724648729215102,1237655498126262540
587724649253109901,1237650370478014631
587724649253109956,1237650370478014688
587724649253896410,1237650370478801110
587724649254223913,1237671142553223207
587724649254420681,1237671142016483600
587724649255272543,1237671139869393069
587724649255338079,1237671139869393141
587724649255665885,1237650370480570579
587724649255993538,1237650370480898215
587724649256124445,1237650370481029145
587724649256124521,1237650370481029219
587724649257042114,1237650370481946792
587724649259008185,1237650761318793432
587724649259532348,1237650370484437174
587724649261301846,1237650370486206541
587724649261301882,1237650370486206580
587724649261432996,1237650370486337689
587724649261760541,1237671266569355427
587724649262481585,1237671264421871760
587724649262809246,1237650370487713969
587724649263005871,1237650370487910562
587724649265692723,1237655498662740161
587724649266020472,1237655498663133278
587724649791291528,1237650371016196216
587724649791881408,1237671128050893040
587724649792340018,1237671126977413145
587724649793388677,1237650371018293352
587724649793650731,1237650371018555539
587724649793650785,1237650371018555474
587724649793716359,1237650371018621112
587724649793716442,1237650371018621243
587724649794240676,1237650371019145335
587724649794764948,1237650371019669658
587724649795158109,1237650371020062804
587724649795879039,1237650371020783735
587724649796206692,1237650371021111388
587724649799483512,1237650371024388222
587724649799614469,1237650371024519173
587724649800400936,1237650371025305639
587724649800401077,1237650371025305785
587724649802039347,1237655499199086722
587724649802891426,1237655499199938691
587724650327441416,1237650371552346120
587724650328359026,1237671129661505653
587724650329079911,1237671140406526255
587724650329145482,1237671127514415367
587724650329997432,1237650371554902119
587724650333536363,1237650371558441076
587724650334716011,1237650371559620710
587724650335305890,1237671765322694898
587724650335568060,1237671266569617621
587724650335633529,1237671764248887512
587724650336026795,1237671763175211337
587724650337271960,1237650371562176650
587724650864050209,1237650372088954982
587724650864312490,1237650372089217188
587724650864574666,1237650372089544801
587724650865492118,1237671129124962376
587724650866606257,1237650372091510982
587724650869948519,1237650372094853309
587724650871455843,1237650372096360551
587724650872373387,1237671764786020514
587724650872569983,1237671266032943308
587724650873028624,1237671264959201409
587724650873028716,1237671264959266962
587724650873880680,1237650372098785394
587724650874339426,1237650372099244132
587724650875125954,1237650372100030707
587724650876174378,1237648702973542469
587724650876502133,1237655500273549424
587725039015100491,1237650760240005233
587725039016017950,1237671140405608700
587725039016345749,1237671126976692397
587725039017197738,1237650760242102427
587725039017787490,1237650760242692183
587725039019950218,1237650760244854900
587725039020146853,1237650760245051580
587725039021195377,1237650760246100072
587725039021392027,1237650760246296730
587725039021457506,1237650760246362146
587725039021523048,1237650760246427780
587725039022571691,1237650760247476381
587725039022768172,1237671267105701953
587725039022899325,1237671266568896519
587725039023620272,1237671264421347487
587725039027224738,1237655493293965504
587725039551119504,1237650760776024201
587725039551840406,1237650760776745103
587725039552233654,1237671129660784720
587725039552299151,1237671142016155872
587725039552364715,1237671142016221234
587725039552430229,1237671129124044930
587725039552561316,1237671141479350604
587725039553020009,1237671127513628801
587725039553413234,1237650760778317927
587725039554068691,1237650369407221944
587725039554134148,1237650760779038880
587725039554134185,1237650760779038917
587725039554330788,1237650760779235512
587725039556034682,1237650760780939372
587725039556165803,1237650760781070515
587725039556296812,1237650760781201554
587725039556493362,1237650760781398057
587725039556559004,1237650760781463777
587725039557279917,1237650760782184606
587725039557410957,1237650760782315636
587725039558197379,1237650760783102067
587725039558721645,1237650760783626248
587725039558787241,1237650760783691934
587725039560425637,1237650760785330301
587725039561277607,1237650760786182310
587725039561474253,1237650760786378834
587725039561539800,1237650760786444498
587725039562981562,1237650760787886330
587725039563309264,1237650760788214019
587725039563440143,1237650760788344848
587725039819489424,1237650760775958647
587725040087990329,1237650761312895037
587725040089235580,1237671129660981478
587725040089235606,1237671129661046925
587725040089235662,1237671142016352533
587725040089301061,1237671142016352274
587725040089301085,1237671142016352370
587725040089694299,1237671128587501805
587725040089759752,1237671140942872615
587725040089825453,1237671128050696484
587725040090087485,1237671127513891005
587725040090874047,1237650761315778761
587725040090939486,1237650761315844194
587725040091136092,1237650761316040795
587725040091660370,1237650761316565059
587725040092053712,1237650761316958405
587725040092053716,1237650761316958410
587725040092446735,1237650761317351439
587725040095199432,1237650761320104127
587725040095330473,1237650761320235167
587725040095396049,1237650761320300733
587725040097034444,1237671265495417081
587725040097100040,1237671763174752439
587725040097493283,1237650761322397990
587725040097951920,1237650761322856629
587725040098083033,1237650761322987759
587725040098672788,1237650761323577389
587725040099328093,1237650761324232787
587725040099328108,1237650761324232812
587725040099459212,1237650761324363922
587725040100573388,1237655494367379641
587725040625254572,1237650761850159256
587725040625844391,1237650761850749106
587725040626106472,1237671142553354529
587725040626237583,1237671142016614593
587725040626761824,1237671140943069342
587725040627155041,1237671139869458689
587725040627613830,1237650761852518524
587725040628662374,1237650761853567075
587725040628859010,1237650761853763725
587725040630366340,1237650761855271025
587725040630562940,1237650761855467641
587725040630759592,1237650761855664298
587725040633053283,1237650761857958063
587725040633315474,1237671765322367116
587725040633774303,1237671763711819913
587725040634167548,1237671762638012602
587725040634232997,1237671264421937267
587725040634298515,1237671264421937269
587725040634364147,1237650761859268838
587725040635543724,1237650761860448425
587725040635674829,1237650761860579538
587725041161994328,1237650762386899031
587725041162518640,1237650762387423340
587725041163436170,1237671141480005974
587725041164550284,1237650762389455006
587725041165271214,1237650762390175915
587725041165992066,1237650762390896762
587725041166188667,1237650762391093367
587725041167302777,1237650762392207472
587725041167761578,1237650762392666339
587725041168089234,1237650762392993934
587725041168613569,1237650762393518241
587725041169989647,1237650762394894346
587725041170383063,1237671266569552107
587725041170710740,1237671763711951113
587725041171562645,1237650762396467332
587725041174053114,1237655495440859379
587725041174708457,1237655495441514658
587725041699586155,1237650762924490851
587725041700634635,1237671140943397169
587725041700831400,1237671140406657069
587725041701028033,1237671139869917523
587725041701486721,1237650762926391421
587725041703321704,1237650762928226424
587725041705615428,1237650371558768769
587725041706270846,1237650762931175541
587725041707188381,1237671764785889537
587725041707974855,1237671762638405908
587725041708695710,1237650762933600474
587725041709744281,1237650762934649071
587725041710071990,1237650762934976698
587725041966972957,1237650762923442202
587725073918132295,1237650795143037000
587725073918525681,1237650795143430231
587725073919115472,1237650795144020174
587725073919770915,1237650795144741057
587725073921081390,1237650795145986089
587725074451464611,1237650795676369268
587725074455330954,1237650795680235542
587725074455789865,1237650795680694590
587725074456379740,1237650795681284450
587725074456576281,1237650795681480970
587725074456772829,1237650795681677572
587725074457362652,1237650795682267381
587725074988728465,1237650796213633149
587725074989187409,1237650796214092148
587725074990104799,1237650796215009522
587725074991677745,1237650796216582442
587725074994299056,1237650796219203758
587725074994626800,1237650796219531516
587725074994692275,1237650796219596962
587725074995609782,1237650796220514489
587725074995937495,1237650796220842186
587725075525730601,1237650796750635291
587725075526451575,1237650796751356289
587725075529793760,1237650796754698455
587725075530186805,1237650796755091627
587725075530514645,1237650796755419372
587725075530580154,1237650796755484842
587725075530645639,1237650796755550336
587725076069154984,1237651752385183972
587725468524937376,1237653614795751553
587725468525133953,1237653614795948196
587725469052502129,1237653589017493521
587725469053747218,1237673704506130531
587725469054075169,1237653589019066600
587725469054402810,1237653589019394262
587725469054533979,1237673706117333322
587725469056893023,1237651190281797748
587725469059252389,1237651190284157119
587725469060563017,1237651190285467730
587725469060694183,1237651190285598858
587725469062135920,1237651190287040632
587725469062856732,1237651190287761434
587725469063184628,1237651190288089305
587725469064495288,1237651190289400006
587725469590028611,1237651190814933325
587725469590880488,1237673705579938201
587725469591863635,1237651190816768384
587725469592780874,1237651190817685572
587725469593174252,1237651190818078964
587725469595009170,1237651190819913868
587725469595730039,1237651190820634755
587725469596713159,1237651190821617890
587725469596844209,1237651190821748896
587725469597302968,1237651190822207640
587725469597368444,1237651190822273128
587725469597434070,1237651190822338777
587725469598286045,1237651190823190792
587725469599203460,1237651190824108158
587725469600055395,1237651190824960086
587725469600055492,1237651190824960239
587725469600186519,1237651190825091211
587725469600448626,1237651190825353337
587725470125130055,1237651191350034729
587725470125457836,1237651191350362553
587725470126047449,1237651191350952156
587725470127161703,1237651191352066487
587725470127685799,1237651191352590533
587725470127685903,1237673705579806997
587725470127882559,1237673310967562446
587725470128079182,1237673706653811014
587725470128341351,1237651191353246029
587725470128406707,1237651191353311404
587725470129782832,1237651191354687536
587725470130045191,1237651191354949755
587725470131093678,1237651191355998371
587725470131224792,1237651191356129507
587725470132732028,1237651191357636644
587725470133911726,1237651191358816405
587725470134632556,1237651191359537236
587725470134894801,1237651191359799508
587725470134960268,1237651191359864950
587725470135025800,1237651191359930502
587725470135222371,1237651191360127059
587725470135419012,1237651191360323696
587725470135550042,1237651191360454735
587725470136139984,1237651191361044686
587725470136205340,1237651191361110246
587725470136991937,1237651191361896651
587725470662590693,1237651191887495460
587725470662787253,1237651191887691953
587725470663377157,1237651191888281850
587725470663639354,1237651191888544014
587725470665408818,1237651191890313546
587725470666195210,1237651191891099877
587725470667047138,1237651191891951812
587725470667178157,1237651191892082886
587725470670192770,1237651191895097458
587725470671241231,1237651191896146084
587725470671372552,1237651191896277246
587725470671962382,1237651191896867045
587725470672879773,1237651191897784426
587725470673076407,1237651191897981114
587725470673141885,1237651191898046587
587725470673404001,1237651191898308748
587725471203328190,1237651192428232892
587725471205163212,1237651192430067927
587725471206342707,1237651271350091883
587725471206670509,1237651192431575220
587725471206736027,1237651192431640739
587725471206801501,1237651192431706160
587725471207129293,1237651192432034001
587725471207587940,1237651192432492651
587725471208046852,1237651192432951567
587725471208112379,1237651192433017073
587725471208243343,1237651192433148014
587725471208767687,1237651192433672499
587725471208964246,1237651192433868957
587725471209357499,1237651192434262196
587725471210733719,1237651192435638433
587725471211651227,1237651192436555907
587725472807977043,1237668670253564040
587725473343668346,1237651194568573077
587725473343996079,1237651194568900821
587725473344979114,1237668670790566057
587725473345372324,1237654398613782700
587725473345700001,1237654398614110357
587725473880408220,1237651190826926635
587725474417148055,1237651191363666468
587725474417868988,1237668671863455962
587725474419245195,1237654399687655524
587725474419834948,1237654399688245307
587725474954608769,1237651196179513464
587725474955198506,1237668672400785526
587725474955526255,1237668672401113233
587725474956771483,1237654400225181868
587725475491020916,1237651192437473878
587725475492331636,1237668672937984136
587725475493445809,1237654400761856244
587725475493904541,1237654400762314911
587725489987780820,1237651211212685539
587725489988370686,1237651211213275463
587725489988894976,1237651211213799692
587725489989288107,1237651211214192954
587725490522751227,1237671769078366479
587725490522947701,1237671768541560896
587725490523275462,1237671767467819193
587725490523865271,1237651211748769977
587725490524193045,1237651211749097750
587725490524455146,1237651211749359845
587725490524520682,1237651211749425201
587725490525045016,1237651211749949752
587725490525438045,1237651211750342739
587725490525438201,1237651224635244706
587725490525503670,1237651211750408351
587725490527142177,1237651211752046881
587725490527404227,1237651211752308921
587725490527666464,1237651211752571130
587725490527862986,1237651211752767707
587725490527863003,1237651211752767727
587725490527994058,1237651211752898758
587725491059687609,1237671940340580383
587725491060342986,1237671938730098907
587725491060473906,1237651212285378604
587725491060539609,1237651212285444309
587725491061719163,1237651212286623828
587725491062112594,1237651212287017484
587725491062309199,1237651212287213931
587725491062702091,1237651212287606799
587725491062767943,1237651212287672671
587725491062899106,1237651212287803900
587725491062964264,1237651212287868961
587725491062964456,1237651212287869168
587725491063554340,1237651212288459041
587725491064537315,1237651212289442006
587725491064668335,1237651212289573109
587725491064733979,1237651212289638571
587725491597214011,1237671938730230113
587725491597934630,1237651212822839331
587725491598590074,1237651212823494770
587725491598917859,1237651212823822591
587725491599311220,1237651212824215937
587725491599900890,1237651212824805609
587725491599966474,1237651212824871168
587725492133560559,1237671940340973845
587725492134215978,1237671766931538166
587725492134543616,1237651213359448305
587725492136443912,1237651213361348614
587725492136902794,1237651213361807481
587725492137558319,1237651213362463014
587725492137689479,1237651213362594153
587725492138148254,1237651213363052979
587725492138213662,1237651213363118370
587725492138606897,1237651213363511626
587725502871044114,1237671939803251015
587725502871306493,1237671767467622560
587725502871634194,1237651224096538916
587725502872420635,1237651224097325390
587725502873469251,1237651224098374028
587725503408111766,1237671939266642003
587725503409488068,1237651224634392615
587725503409684778,1237651224634589497
587725503410602284,1237651224635506990
587725503411978631,1237651224636883307
587725503944655108,1237671940340449652
587725503944982725,1237671768004755675
587725503945376040,1237651225170280797
587725503945965727,1237651225170870403
587725503946031285,1237651225170935989
587725503946490060,1237651225171394762
587725503946752289,1237651225171657001
587725503947342030,1237651225172246800
587725503947735340,1237651225172640045
587725503947800911,1237651225172705602
587725503948521672,1237651225173426375
587725503948718112,1237651225173622815
587725503948718405,1237651225173623116
587725503948980459,1237651225173885145
587725503949308283,1237651225174213028
587725504481460463,1237671769078628553
587725504481919005,1237671939266969644
587725504481984679,1237671939266969890
587725504481984733,1237671767468081370
587725504482050361,1237671767468147004
587725504482574464,1237651225707479189
587725504483033280,1237651225707937981
587725504484213152,1237651225709117919
587725504484540624,1237651225709445341
587725504484868436,1237651225709773137
587725504484933977,1237651225709838692
587725504486375680,1237651225711280392
587725505018658971,1237671939804037149
587725505018855641,1237671939267166536
587725505019052336,1237671938730361143
587725505019117923,1237671766931472638
587725505019576674,1237651226244481409
587725505020035391,1237651226244940099
587725505021280402,1237651226246185083
587725505021280621,1237651226246185348
587725505021411819,1237651226246316520
587725505022525732,1237651226247430450
587725505555136612,1237671940877844527
587725505555398897,1237671768542150702
587725505555988817,1237671766931669214
587725505557037212,1237651226781941934
587725505558216938,1237651226783121654
587725505559855518,1237651226784760247
587725505560051980,1237651226784956726
587725550127677603,1237651252561641784
587725550129774657,1237651252563738694
587725550131282044,1237651271356186746
587725550132396180,1237651271357300890
587725550137311343,1237651271362216053
587725550138032206,1237651271362936897
587725550138359911,1237651271363264615
587725550139015276,1237651271363919984
587725550144323690,1237674477049020523
587725550654128356,1237651192423317611
587725550654521682,1237651192423710756
587725550654652637,1237651192423776657
587725550655242458,1237651192424366347
587725550657274091,1237673311504040131
587725550657929473,1237651271882834162
587725550658781221,1237651271883686089
587725550658912468,1237651271883817175
587725550659633214,1237651271884537912
587725550659633284,1237651271884538006
587725550659961010,1237651271884865709
587725550660026573,1237651271884931278
587725550660485328,1237651533870268580
587725550660616336,1237651271885521042
587725550661992687,1237651271886897425
587725550662320313,1237651271887225005
587725550662320340,1237651271887225036
587725550662385818,1237651271887290547
587725550663237802,1237651533873021057
587725550663499952,1237651533873283347
587725550663696565,1237651533873479882
587725550663827499,1237651533873610835
587725550664024197,1237651533873807484
587725550670839862,1237651271895744566
587725550672609386,1237651271897514134
587725550673854593,1237651271898759321
587725550674444415,1237651271899349127
587725550674509964,1237651271899414685
587725550678638758,1237651271903543463
587725550679294086,1237651271904198832
587725550680998106,1237674477585629360
587725551191458216,1237651272416362903
587725551192637722,1237673308818505991
587725551192703028,1237673308818571363
587725551193096422,1237673705041822023
587725551195193562,1237651272420098274
587725551196307754,1237651272421212462
587725551196766406,1237651272421671096
587725551197946034,1237651272422850723
587725551198929066,1237651272423833752
587725551199125604,1237651272424030313
587725551199256712,1237651272424161371
587725551199322172,1237651272424226981
587725551199322256,1237651272424226915
587725551199322263,1237651272424226923
587725551199322308,1237651272424227050
587725551199584438,1237651272424489167
587725551199780967,1237651272424685655
587725551199977587,1237651272424882309
587725551200895094,1237651272425799806
587725551200960649,1237651272425865365
587725551203057809,1237651272427962500
587725551205351526,1237651272430256234
587725551206924373,1237651272431829116
587725551207645279,1237651272432549975
587725551207907396,1237651272432812091
587725551208103993,1237651272433008690
587725551208104053,1237651272433008763
587725551210528942,1237651272435433663
587725551210790997,1237651272435695703
587725551212232834,1237658609296343188
587725551212494919,1237651272437399607
587725551213084909,1237651272437989639
587725551214461071,1237651272439365767
587725551218131104,1237674478122762504
587725551728263538,1237651272953168285
587725551728853418,1237651272953758142
587725551729443147,1237673308818374751
587725551731016044,1237651272955920758
587725551731540222,1237651272956444915
587725551731671285,1237651272956576014
587725551731736722,1237651272956641563
587725551731736880,1237651272956641566
587725551735079074,1237651272959983754
587725551735930932,1237651272960835635
587725551735996569,1237651272960901284
587725551735996593,1237651272960901317
587725551737372779,1237651272962277503
587725551737766072,1237651272962670777
587725551738683429,1237651272963588139
587725551741501594,1237651272966406282
587725551742091373,1237651272966996081
587725551744122953,1237651272969027643
587725551744909441,1237651272969814154
587725551746285596,1237651272971190298
587725551746285647,1237651272971190391
587725551746875424,1237651272971780222
587725551747268750,1237651272972173456
587725551747334340,1237651272972239075
587725551748907113,1237658609833410759
587725551749300348,1237658608759668859
587725551749431398,1237658608222797857
587725551749562475,1237651272974467171
587725551749759106,1237651272974663803
587725551751594076,1237651272976498804
587725551751594080,1237651272976498799
587725551752446079,1237651272977350771
587725552264675555,1237651273489580232
587725552267493619,1237651273492398319
587725552268476555,1237651273493381243
587725552268804228,1237651273493708922
587725552268869929,1237651273493774665
587725552269066552,1237651273493971258
587725552269328753,1237651273494233479
587725552270901500,1237651273495806263
587725552273588413,1237651273498493124
587725552275095706,1237651273500000419
587725552278569108,1237651273503473824
587725552278569216,1237651273503473918
587725552278765639,1237651273503670348
587725552279748674,1237651273504653384
587725552280993849,1237651273505898538
587725552282239090,1237651273507143817
587725552283287681,1237651273508192363
587725552283877471,1237651273508782152
587725552284991642,1237651273509896364
587725552285974621,1237658609296736424
587725552287416422,1237651273512321182
587725552287547536,1237651273512452147
587725552287678577,1237651273512583275
587725552288333973,1237651273513238752
587725552288661634,1237651273513566325
587725552288858180,1237651273513762883
587725552289710223,1237651273514614905
587725552290889892,1237651273515794622
587725552290955459,1237651273515860175
587725552291348625,1237674479196045436
587725552291348668,1237674479196045486
587725552804430216,1237651274029334947
587725552804626478,1237651274029531176
587725552805544305,1237651274030449014
587725552805740776,1237651274030645668
587725552807772319,1237651274032677021
587725552808165649,1237651274033070408
587725552809410691,1237651274034315397
587725552809672810,1237651274034577506
587725552809738434,1237651274034643134
587725552810197180,1237651274035101938
587725552810262703,1237651274035167400
587725552810459154,1237651274035363852
587725552810852480,1237651274035757234
587725552811442298,1237651274036347015
587725552811573397,1237651274036478100
587725552811966589,1237651274036871311
587725552813539432,1237651274038444126
587725552814719151,1237651274039623843
587725552815112319,1237651274040017074
587725552817078385,1237651274041983084
587725552817209443,1237651274042114153
587725552817602637,1237651274042507458
587725552819109988,1237651274044014695
587725552821534954,1237651274046439648
587725552823304369,1237651274048209072
587725552824090744,1237651274048995432
587725552826581046,1237651274051485741
587725552827039857,1237651274051944540
587725552827629763,1237651274052534535
587725552829333612,1237674479734030455
587725575886078188,1237671940878041388
587725575886274642,1237671940341235725
587725575886733399,1237671767468671098
587725575887192206,1237651213896253693
587725575887519804,1237651213896646668
587725575888568538,1237659895635968291
587725576422752469,1237651297647657186
587725576423080154,1237671769079349678
587725576423407878,1237671768005738755
587725576425177104,1237651297650081809
587725576425177410,1237651297650082180
587725576425373829,1237651297650278525
587725576425767161,1237659896173101460
587725576425832622,1237659896173232171
587725576426029310,1237659896173428894
587725576426356774,1237659896173690979
587725576426356869,1237659896173691112
587725576426684611,1237659896174018833
587725576960016597,1237671769079546162
587725576962048271,1237651298186952985
587725576962244916,1237651298187149663
587725576962506963,1237659896709841188
587725576962769147,1237659896710168792
587725576963555379,1237659896710889675
587725576963555611,1237659896710889954
587725576963752235,1237659896711086501
587725576964145486,1237659896711545116
587725576964735266,1237659896712069565
587725577497018621,1237671768542871890
587725577498918955,1237656530529353861
587725577499181249,1237659897246580848
587725577499246871,1237659897246581253
587725577499312332,1237659897246646556
587725577501343876,1237659897248678169
587725577501802785,1237659897249202398
587725578036117753,1237659897783452010
587725578036183361,1237659897783517644
587725578037362974,1237659897784697361
587725578037428406,1237659897784827960
587725578571219138,1237671767469588733
587725588774519093,1237656528383246681
587725588774584576,1237659895637082471
587725589309161584,1237651310534066278
587725589310144785,1237656528918872441
587725589310472470,1237656528919199831
587725589310537740,1237656528919265295
587725589310865732,1237656528919593281
587725589312373107,1237656528921100697
587725589312503855,1237656528921231420
587725589844590731,1237671769616285889
587725589845967014,1237651311070871745
587725589846753397,1237656529455481013
587725589847146829,1237656529455874249
587725589848326388,1237656529457053990
587725590381723894,1237671769079677313
587725590382903534,1237651311607808085
587725590383821145,1237656529992614121
587725590383886606,1237656529992614269
587725590384017647,1237656529992745215
587725590919053461,1237671768006197410
587725590919119088,1237671939268215027
587725590921937245,1237656530530664829
587725590923378957,1237656530532106543
587725591457759368,1237655746704638167
587725591458087151,1237655746704965869
587725591459201335,1237655746706080095
587725591459529019,1237655746706407792
587725591459594503,1237655746706473236
587725591459922201,1237655746706801000
587725591460446543,1237655746707325338
587725773457260674,1237673705042149479
587725773991903607,1237651252551287014
587725773992427843,1237651252551811144
587725773993410888,1237651252552794371
587725773994524861,1237673706116087832
587725773995311349,1237651495220216055
587725773995507930,1237651495220412446
587725773995638965,1237651495220543666
